GenBank	RefSeq	UCSC	Ensembl	Gencode
JH373650.1	NW_003726656.1	chrUn_JH373650	JH373650.1	JH373650.1
JH373651.1	NW_003726657.1	chrUn_JH373651	JH373651.1	JH373651.1
JH373652.1	NW_003726658.1	chrUn_JH373652	JH373652.1	JH373652.1
JH373653.1	NW_003726660.1	chrUn_JH373653	JH373653.1	JH373653.1
JH373654.1	NW_003726661.1	chrUn_JH373654	JH373654.1	JH373654.1
JH373655.1	NW_003726664.1	chrUn_JH373655	JH373655.1	JH373655.1
JH373656.1	NW_003726666.1	chrUn_JH373656	JH373656.1	JH373656.1
JH373657.1	NW_003726669.1	chrUn_JH373657	JH373657.1	JH373657.1
JH373658.1	NW_003726670.1	chrUn_JH373658	JH373658.1	JH373658.1
JH373659.1	NW_003726671.1	chrUn_JH373659	JH373659.1	JH373659.1
JH373660.1	NW_003726672.1	chrUn_JH373660	JH373660.1	JH373660.1
JH373661.1	NW_003726674.1	chrUn_JH373661	JH373661.1	JH373661.1
JH373662.1	NW_003726675.1	chrUn_JH373662	JH373662.1	JH373662.1
JH373663.1	NW_003726676.1	chrUn_JH373663	JH373663.1	JH373663.1
JH373664.1	NW_003726677.1	chrUn_JH373664	JH373664.1	JH373664.1
JH373665.1	NW_003726678.1	chrUn_JH373665	JH373665.1	JH373665.1
JH373666.1	NW_003726679.1	chrUn_JH373666	JH373666.1	JH373666.1
JH373667.1	NW_003726680.1	chrUn_JH373667	JH373667.1	JH373667.1
JH373668.1	NW_003726681.1	chrUn_JH373668	JH373668.1	JH373668.1
JH373669.1	NW_003726683.1	chrUn_JH373669	JH373669.1	JH373669.1
JH373670.1	NW_003726684.1	chrUn_JH373670	JH373670.1	JH373670.1
JH373671.1	NW_003726685.1	chrUn_JH373671	JH373671.1	JH373671.1
JH373672.1	NW_003726687.1	chrUn_JH373672	JH373672.1	JH373672.1
JH373673.1	NW_003726688.1	chrUn_JH373673	JH373673.1	JH373673.1
JH373674.1	NW_003726689.1	chrUn_JH373674	JH373674.1	JH373674.1
JH373675.1	NW_003726690.1	chrUn_JH373675	JH373675.1	JH373675.1
JH373676.1	NW_003726691.1	chrUn_JH373676	JH373676.1	JH373676.1
JH373677.1	NW_003726692.1	chrUn_JH373677	JH373677.1	JH373677.1
JH373678.1	NW_003726696.1	chrUn_JH373678	JH373678.1	JH373678.1
JH373679.1	NW_003726697.1	chrUn_JH373679	JH373679.1	JH373679.1
JH373680.1	NW_003726698.1	chrUn_JH373680	JH373680.1	JH373680.1
JH373681.1	NW_003726699.1	chrUn_JH373681	JH373681.1	JH373681.1
JH373682.1	NW_003726700.1	chrUn_JH373682	JH373682.1	JH373682.1
JH373683.1	NW_003726702.1	chrUn_JH373683	JH373683.1	JH373683.1
JH373684.1	NW_003726703.1	chrUn_JH373684	JH373684.1	JH373684.1
JH373685.1	NW_003726704.1	chrUn_JH373685	JH373685.1	JH373685.1
JH373686.1	NW_003726705.1	chrUn_JH373686	JH373686.1	JH373686.1
JH373687.1	NW_003726707.1	chrUn_JH373687	JH373687.1	JH373687.1
JH373688.1	NW_003726708.1	chrUn_JH373688	JH373688.1	JH373688.1
JH373689.1	NW_003726713.1	chrUn_JH373689	JH373689.1	JH373689.1
JH373690.1	NW_003726714.1	chrUn_JH373690	JH373690.1	JH373690.1
JH373691.1	NW_003726717.1	chrUn_JH373691	JH373691.1	JH373691.1
JH373692.1	NW_003726718.1	chrUn_JH373692	JH373692.1	JH373692.1
JH373693.1	NW_003726720.1	chrUn_JH373693	JH373693.1	JH373693.1
JH373694.1	NW_003726725.1	chrUn_JH373694	JH373694.1	JH373694.1
JH373695.1	NW_003726727.1	chrUn_JH373695	JH373695.1	JH373695.1
JH373696.1	NW_003726731.1	chrUn_JH373696	JH373696.1	JH373696.1
JH373697.1	NW_003726732.1	chrUn_JH373697	JH373697.1	JH373697.1
JH373698.1	NW_003726733.1	chrUn_JH373698	JH373698.1	JH373698.1
JH373699.1	NW_003726735.1	chrUn_JH373699	JH373699.1	JH373699.1
JH373700.1	NW_003726736.1	chrUn_JH373700	JH373700.1	JH373700.1
JH373701.1	NW_003726737.1	chrUn_JH373701	JH373701.1	JH373701.1
JH373702.1	NW_003726738.1	chrUn_JH373702	JH373702.1	JH373702.1
JH373703.1	NW_003726739.1	chrUn_JH373703	JH373703.1	JH373703.1
JH373704.1	NW_003726740.1	chrUn_JH373704	JH373704.1	JH373704.1
JH373705.1	NW_003726743.1	chrUn_JH373705	JH373705.1	JH373705.1
JH373706.1	NW_003726744.1	chrUn_JH373706	JH373706.1	JH373706.1
JH373707.1	NW_003726745.1	chrUn_JH373707	JH373707.1	JH373707.1
JH373708.1	NW_003726749.1	chrUn_JH373708	JH373708.1	JH373708.1
JH373709.1	NW_003726750.1	chrUn_JH373709	JH373709.1	JH373709.1
JH373710.1	NW_003726752.1	chrUn_JH373710	JH373710.1	JH373710.1
JH373711.1	NW_003726753.1	chrUn_JH373711	JH373711.1	JH373711.1
JH373712.1	NW_003726756.1	chrUn_JH373712	JH373712.1	JH373712.1
JH373713.1	NW_003726757.1	chrUn_JH373713	JH373713.1	JH373713.1
JH373714.1	NW_003726759.1	chrUn_JH373714	JH373714.1	JH373714.1
JH373715.1	NW_003726760.1	chrUn_JH373715	JH373715.1	JH373715.1
JH373716.1	NW_003726761.1	chrUn_JH373716	JH373716.1	JH373716.1
JH373717.1	NW_003726763.1	chrUn_JH373717	JH373717.1	JH373717.1
JH373718.1	NW_003726767.1	chrUn_JH373718	JH373718.1	JH373718.1
JH373719.1	NW_003726771.1	chrUn_JH373719	JH373719.1	JH373719.1
JH373720.1	NW_003726775.1	chrUn_JH373720	JH373720.1	JH373720.1
JH373721.1	NW_003726777.1	chrUn_JH373721	JH373721.1	JH373721.1
JH373722.1	NW_003726779.1	chrUn_JH373722	JH373722.1	JH373722.1
JH373723.1	NW_003726780.1	chrUn_JH373723	JH373723.1	JH373723.1
JH373724.1	NW_003726781.1	chrUn_JH373724	JH373724.1	JH373724.1
JH373725.1	NW_003726788.1	chrUn_JH373725	JH373725.1	JH373725.1
JH373726.1	NW_003726789.1	chrUn_JH373726	JH373726.1	JH373726.1
JH373727.1	NW_003726791.1	chrUn_JH373727	JH373727.1	JH373727.1
JH373728.1	NW_003726793.1	chrUn_JH373728	JH373728.1	JH373728.1
JH373729.1	NW_003726794.1	chrUn_JH373729	JH373729.1	JH373729.1
JH373730.1	NW_003726795.1	chrUn_JH373730	JH373730.1	JH373730.1
JH373731.1	NW_003726797.1	chrUn_JH373731	JH373731.1	JH373731.1
JH373732.1	NW_003726798.1	chrUn_JH373732	JH373732.1	JH373732.1
JH373733.1	NW_003726800.1	chrUn_JH373733	JH373733.1	JH373733.1
JH373734.1	NW_003726801.1	chrUn_JH373734	JH373734.1	JH373734.1
JH373735.1	NW_003726805.1	chrUn_JH373735	JH373735.1	JH373735.1
JH373736.1	NW_003726806.1	chrUn_JH373736	JH373736.1	JH373736.1
JH373737.1	NW_003726807.1	chrUn_JH373737	JH373737.1	JH373737.1
JH373738.1	NW_003726809.1	chrUn_JH373738	JH373738.1	JH373738.1
JH373739.1	NW_003726810.1	chrUn_JH373739	JH373739.1	JH373739.1
JH373740.1	NW_003726811.1	chrUn_JH373740	JH373740.1	JH373740.1
JH373741.1	NW_003726813.1	chrUn_JH373741	JH373741.1	JH373741.1
JH373742.1	NW_003726815.1	chrUn_JH373742	JH373742.1	JH373742.1
JH373743.1	NW_003726816.1	chrUn_JH373743	JH373743.1	JH373743.1
JH373744.1	NW_003726817.1	chrUn_JH373744	JH373744.1	JH373744.1
JH373745.1	NW_003726819.1	chrUn_JH373745	JH373745.1	JH373745.1
JH373746.1	NW_003726823.1	chrUn_JH373746	JH373746.1	JH373746.1
JH373747.1	NW_003726825.1	chrUn_JH373747	JH373747.1	JH373747.1
JH373748.1	NW_003726827.1	chrUn_JH373748	JH373748.1	JH373748.1
JH373749.1	NW_003726829.1	chrUn_JH373749	JH373749.1	JH373749.1
JH373750.1	NW_003726831.1	chrUn_JH373750	JH373750.1	JH373750.1
JH373751.1	NW_003726835.1	chrUn_JH373751	JH373751.1	JH373751.1
JH373752.1	NW_003726837.1	chrUn_JH373752	JH373752.1	JH373752.1
JH373753.1	NW_003726838.1	chrUn_JH373753	JH373753.1	JH373753.1
JH373754.1	NW_003726839.1	chrUn_JH373754	JH373754.1	JH373754.1
JH373755.1	NW_003726840.1	chrUn_JH373755	JH373755.1	JH373755.1
JH373756.1	NW_003726842.1	chrUn_JH373756	JH373756.1	JH373756.1
JH373757.1	NW_003726843.1	chrUn_JH373757	JH373757.1	JH373757.1
JH373758.1	NW_003726844.1	chrUn_JH373758	JH373758.1	JH373758.1
JH373759.1	NW_003726845.1	chrUn_JH373759	JH373759.1	JH373759.1
JH373760.1	NW_003726846.1	chrUn_JH373760	JH373760.1	JH373760.1
JH373761.1	NW_003726849.1	chrUn_JH373761	JH373761.1	JH373761.1
JH373762.1	NW_003726851.1	chrUn_JH373762	JH373762.1	JH373762.1
JH373763.1	NW_003726853.1	chrUn_JH373763	JH373763.1	JH373763.1
JH373764.1	NW_003726854.1	chrUn_JH373764	JH373764.1	JH373764.1
JH373765.1	NW_003726855.1	chrUn_JH373765	JH373765.1	JH373765.1
JH373766.1	NW_003726860.1	chrUn_JH373766	JH373766.1	JH373766.1
JH373767.1	NW_003726861.1	chrUn_JH373767	JH373767.1	JH373767.1
JH373768.1	NW_003726863.1	chrUn_JH373768	JH373768.1	JH373768.1
JH373769.1	NW_003726864.1	chrUn_JH373769	JH373769.1	JH373769.1
JH373770.1	NW_003726866.1	chrUn_JH373770	JH373770.1	JH373770.1
JH373771.1	NW_003726867.1	chrUn_JH373771	JH373771.1	JH373771.1
JH373772.1	NW_003726868.1	chrUn_JH373772	JH373772.1	JH373772.1
JH373773.1	NW_003726870.1	chrUn_JH373773	JH373773.1	JH373773.1
JH373774.1	NW_003726871.1	chrUn_JH373774	JH373774.1	JH373774.1
JH373775.1	NW_003726872.1	chrUn_JH373775	JH373775.1	JH373775.1
JH373776.1	NW_003726873.1	chrUn_JH373776	JH373776.1	JH373776.1
JH373777.1	NW_003726874.1	chrUn_JH373777	JH373777.1	JH373777.1
JH373778.1	NW_003726875.1	chrUn_JH373778	JH373778.1	JH373778.1
JH373779.1	NW_003726876.1	chrUn_JH373779	JH373779.1	JH373779.1
JH373780.1	NW_003726877.1	chrUn_JH373780	JH373780.1	JH373780.1
JH373781.1	NW_003726878.1	chrUn_JH373781	JH373781.1	JH373781.1
JH373782.1	NW_003726879.1	chrUn_JH373782	JH373782.1	JH373782.1
JH373783.1	NW_003726881.1	chrUn_JH373783	JH373783.1	JH373783.1
JH373784.1	NW_003726882.1	chrUn_JH373784	JH373784.1	JH373784.1
JH373785.1	NW_003726883.1	chrUn_JH373785	JH373785.1	JH373785.1
JH373786.1	NW_003726884.1	chrUn_JH373786	JH373786.1	JH373786.1
JH373787.1	NW_003726885.1	chrUn_JH373787	JH373787.1	JH373787.1
JH373788.1	NW_003726888.1	chrUn_JH373788	JH373788.1	JH373788.1
JH373789.1	NW_003726890.1	chrUn_JH373789	JH373789.1	JH373789.1
JH373790.1	NW_003726892.1	chrUn_JH373790	JH373790.1	JH373790.1
JH373791.1	NW_003726893.1	chrUn_JH373791	JH373791.1	JH373791.1
JH373792.1	NW_003726894.1	chrUn_JH373792	JH373792.1	JH373792.1
JH373793.1	NW_003726896.1	chrUn_JH373793	JH373793.1	JH373793.1
JH373794.1	NW_003726897.1	chrUn_JH373794	JH373794.1	JH373794.1
JH373795.1	NW_003726898.1	chrUn_JH373795	JH373795.1	JH373795.1
JH373796.1	NW_003726899.1	chrUn_JH373796	JH373796.1	JH373796.1
JH373797.1	NW_003726900.1	chrUn_JH373797	JH373797.1	JH373797.1
JH373798.1	NW_003726902.1	chrUn_JH373798	JH373798.1	JH373798.1
JH373799.1	NW_003726904.1	chrUn_JH373799	JH373799.1	JH373799.1
JH373800.1	NW_003726905.1	chrUn_JH373800	JH373800.1	JH373800.1
JH373801.1	NW_003726906.1	chrUn_JH373801	JH373801.1	JH373801.1
JH373802.1	NW_003726908.1	chrUn_JH373802	JH373802.1	JH373802.1
JH373803.1	NW_003726910.1	chrUn_JH373803	JH373803.1	JH373803.1
JH373804.1	NW_003726911.1	chrUn_JH373804	JH373804.1	JH373804.1
JH373805.1	NW_003726912.1	chrUn_JH373805	JH373805.1	JH373805.1
JH373806.1	NW_003726913.1	chrUn_JH373806	JH373806.1	JH373806.1
JH373807.1	NW_003726914.1	chrUn_JH373807	JH373807.1	JH373807.1
JH373808.1	NW_003726915.1	chrUn_JH373808	JH373808.1	JH373808.1
JH373809.1	NW_003726916.1	chrUn_JH373809	JH373809.1	JH373809.1
JH373810.1	NW_003726917.1	chrUn_JH373810	JH373810.1	JH373810.1
JH373811.1	NW_003726920.1	chrUn_JH373811	JH373811.1	JH373811.1
JH373812.1	NW_003726921.1	chrUn_JH373812	JH373812.1	JH373812.1
JH373813.1	NW_003726922.1	chrUn_JH373813	JH373813.1	JH373813.1
JH373814.1	NW_003726925.1	chrUn_JH373814	JH373814.1	JH373814.1
JH373815.1	NW_003726926.1	chrUn_JH373815	JH373815.1	JH373815.1
JH373816.1	NW_003726929.1	chrUn_JH373816	JH373816.1	JH373816.1
JH373817.1	NW_003726930.1	chrUn_JH373817	JH373817.1	JH373817.1
JH373818.1	NW_003726931.1	chrUn_JH373818	JH373818.1	JH373818.1
JH373819.1	NW_003726933.1	chrUn_JH373819	JH373819.1	JH373819.1
JH373820.1	NW_003726934.1	chrUn_JH373820	JH373820.1	JH373820.1
JH373821.1	NW_003726936.1	chrUn_JH373821	JH373821.1	JH373821.1
JH373822.1	NW_003726945.1	chrUn_JH373822	JH373822.1	JH373822.1
JH373823.1	NW_003726946.1	chrUn_JH373823	JH373823.1	JH373823.1
JH373824.1	NW_003726950.1	chrUn_JH373824	JH373824.1	JH373824.1
JH373825.1	NW_003726954.1	chrUn_JH373825	JH373825.1	JH373825.1
JH373826.1	NW_003726956.1	chrUn_JH373826	JH373826.1	JH373826.1
JH373827.1	NW_003726957.1	chrUn_JH373827	JH373827.1	JH373827.1
JH373828.1	NW_003726958.1	chrUn_JH373828	JH373828.1	JH373828.1
JH373829.1	NW_003726961.1	chrUn_JH373829	JH373829.1	JH373829.1
JH373830.1	NW_003726966.1	chrUn_JH373830	JH373830.1	JH373830.1
JH373831.1	NW_003726967.1	chrUn_JH373831	JH373831.1	JH373831.1
JH373832.1	NW_003726968.1	chrUn_JH373832	JH373832.1	JH373832.1
JH373833.1	NW_003726969.1	chrUn_JH373833	JH373833.1	JH373833.1
JH373834.1	NW_003726970.1	chrUn_JH373834	JH373834.1	JH373834.1
JH373835.1	NW_003726972.1	chrUn_JH373835	JH373835.1	JH373835.1
JH373836.1	NW_003726976.1	chrUn_JH373836	JH373836.1	JH373836.1
JH373837.1	NW_003726977.1	chrUn_JH373837	JH373837.1	JH373837.1
JH373838.1	NW_003726978.1	chrUn_JH373838	JH373838.1	JH373838.1
JH373839.1	NW_003726979.1	chrUn_JH373839	JH373839.1	JH373839.1
JH373840.1	NW_003726982.1	chrUn_JH373840	JH373840.1	JH373840.1
JH373841.1	NW_003726984.1	chrUn_JH373841	JH373841.1	JH373841.1
JH373842.1	NW_003726987.1	chrUn_JH373842	JH373842.1	JH373842.1
JH373843.1	NW_003726989.1	chrUn_JH373843	JH373843.1	JH373843.1
JH373844.1	NW_003726990.1	chrUn_JH373844	JH373844.1	JH373844.1
JH373845.1	NW_003726991.1	chrUn_JH373845	JH373845.1	JH373845.1
JH373846.1	NW_003726994.1	chrUn_JH373846	JH373846.1	JH373846.1
JH373847.1	NW_003726995.1	chrUn_JH373847	JH373847.1	JH373847.1
JH373848.1	NW_003726997.1	chrUn_JH373848	JH373848.1	JH373848.1
JH373849.1	NW_003726998.1	chrUn_JH373849	JH373849.1	JH373849.1
JH373850.1	NW_003727000.1	chrUn_JH373850	JH373850.1	JH373850.1
JH373851.1	NW_003727001.1	chrUn_JH373851	JH373851.1	JH373851.1
JH373852.1	NW_003727005.1	chrUn_JH373852	JH373852.1	JH373852.1
JH373853.1	NW_003727007.1	chrUn_JH373853	JH373853.1	JH373853.1
JH373854.1	NW_003727008.1	chrUn_JH373854	JH373854.1	JH373854.1
JH373855.1	NW_003727009.1	chrUn_JH373855	JH373855.1	JH373855.1
JH373856.1	NW_003727010.1	chrUn_JH373856	JH373856.1	JH373856.1
JH373857.1	NW_003727012.1	chrUn_JH373857	JH373857.1	JH373857.1
JH373858.1	NW_003727015.1	chrUn_JH373858	JH373858.1	JH373858.1
JH373859.1	NW_003727016.1	chrUn_JH373859	JH373859.1	JH373859.1
JH373860.1	NW_003727017.1	chrUn_JH373860	JH373860.1	JH373860.1
JH373861.1	NW_003727018.1	chrUn_JH373861	JH373861.1	JH373861.1
JH373862.1	NW_003727019.1	chrUn_JH373862	JH373862.1	JH373862.1
JH373863.1	NW_003727020.1	chrUn_JH373863	JH373863.1	JH373863.1
JH373864.1	NW_003727023.1	chrUn_JH373864	JH373864.1	JH373864.1
JH373865.1	NW_003727025.1	chrUn_JH373865	JH373865.1	JH373865.1
JH373866.1	NW_003727026.1	chrUn_JH373866	JH373866.1	JH373866.1
JH373867.1	NW_003727030.1	chrUn_JH373867	JH373867.1	JH373867.1
JH373868.1	NW_003727032.1	chrUn_JH373868	JH373868.1	JH373868.1
JH373869.1	NW_003727033.1	chrUn_JH373869	JH373869.1	JH373869.1
JH373870.1	NW_003727035.1	chrUn_JH373870	JH373870.1	JH373870.1
JH373871.1	NW_003727036.1	chrUn_JH373871	JH373871.1	JH373871.1
JH373872.1	NW_003727037.1	chrUn_JH373872	JH373872.1	JH373872.1
JH373873.1	NW_003727040.1	chrUn_JH373873	JH373873.1	JH373873.1
JH373874.1	NW_003727041.1	chrUn_JH373874	JH373874.1	JH373874.1
JH373875.1	NW_003727043.1	chrUn_JH373875	JH373875.1	JH373875.1
JH373876.1	NW_003727044.1	chrUn_JH373876	JH373876.1	JH373876.1
JH373877.1	NW_003727046.1	chrUn_JH373877	JH373877.1	JH373877.1
JH373878.1	NW_003727048.1	chrUn_JH373878	JH373878.1	JH373878.1
JH373879.1	NW_003727049.1	chrUn_JH373879	JH373879.1	JH373879.1
JH373880.1	NW_003727052.1	chrUn_JH373880	JH373880.1	JH373880.1
JH373881.1	NW_003727053.1	chrUn_JH373881	JH373881.1	JH373881.1
JH373882.1	NW_003727054.1	chrUn_JH373882	JH373882.1	JH373882.1
JH373883.1	NW_003727055.1	chrUn_JH373883	JH373883.1	JH373883.1
JH373884.1	NW_003727056.1	chrUn_JH373884	JH373884.1	JH373884.1
JH373885.1	NW_003727059.1	chrUn_JH373885	JH373885.1	JH373885.1
JH373886.1	NW_003727063.1	chrUn_JH373886	JH373886.1	JH373886.1
JH373887.1	NW_003727064.1	chrUn_JH373887	JH373887.1	JH373887.1
JH373888.1	NW_003727065.1	chrUn_JH373888	JH373888.1	JH373888.1
JH373889.1	NW_003727067.1	chrUn_JH373889	JH373889.1	JH373889.1
JH373890.1	NW_003727068.1	chrUn_JH373890	JH373890.1	JH373890.1
JH373891.1	NW_003727073.1	chrUn_JH373891	JH373891.1	JH373891.1
JH373892.1	NW_003727077.1	chrUn_JH373892	JH373892.1	JH373892.1
JH373893.1	NW_003727078.1	chrUn_JH373893	JH373893.1	JH373893.1
JH373894.1	NW_003727080.1	chrUn_JH373894	JH373894.1	JH373894.1
JH373895.1	NW_003727082.1	chrUn_JH373895	JH373895.1	JH373895.1
JH373896.1	NW_003727083.1	chrUn_JH373896	JH373896.1	JH373896.1
JH373897.1	NW_003727084.1	chrUn_JH373897	JH373897.1	JH373897.1
JH373898.1	NW_003727085.1	chrUn_JH373898	JH373898.1	JH373898.1
JH373899.1	NW_003727086.1	chrUn_JH373899	JH373899.1	JH373899.1
JH373900.1	NW_003727088.1	chrUn_JH373900	JH373900.1	JH373900.1
JH373901.1	NW_003727090.1	chrUn_JH373901	JH373901.1	JH373901.1
JH373902.1	NW_003727092.1	chrUn_JH373902	JH373902.1	JH373902.1
JH373903.1	NW_003727095.1	chrUn_JH373903	JH373903.1	JH373903.1
JH373904.1	NW_003727097.1	chrUn_JH373904	JH373904.1	JH373904.1
JH373905.1	NW_003727099.1	chrUn_JH373905	JH373905.1	JH373905.1
JH373906.1	NW_003727100.1	chrUn_JH373906	JH373906.1	JH373906.1
JH373907.1	NW_003727101.1	chrUn_JH373907	JH373907.1	JH373907.1
JH373908.1	NW_003727102.1	chrUn_JH373908	JH373908.1	JH373908.1
JH373909.1	NW_003727105.1	chrUn_JH373909	JH373909.1	JH373909.1
JH373910.1	NW_003727106.1	chrUn_JH373910	JH373910.1	JH373910.1
JH373911.1	NW_003727110.1	chrUn_JH373911	JH373911.1	JH373911.1
JH373912.1	NW_003727111.1	chrUn_JH373912	JH373912.1	JH373912.1
JH373913.1	NW_003727112.1	chrUn_JH373913	JH373913.1	JH373913.1
JH373914.1	NW_003727113.1	chrUn_JH373914	JH373914.1	JH373914.1
JH373915.1	NW_003727115.1	chrUn_JH373915	JH373915.1	JH373915.1
JH373916.1	NW_003727118.1	chrUn_JH373916	JH373916.1	JH373916.1
JH373917.1	NW_003727120.1	chrUn_JH373917	JH373917.1	JH373917.1
JH373918.1	NW_003727121.1	chrUn_JH373918	JH373918.1	JH373918.1
JH373919.1	NW_003727124.1	chrUn_JH373919	JH373919.1	JH373919.1
JH373920.1	NW_003727125.1	chrUn_JH373920	JH373920.1	JH373920.1
JH373921.1	NW_003727126.1	chrUn_JH373921	JH373921.1	JH373921.1
JH373922.1	NW_003727129.1	chrUn_JH373922	JH373922.1	JH373922.1
JH373923.1	NW_003727130.1	chrUn_JH373923	JH373923.1	JH373923.1
JH373924.1	NW_003727131.1	chrUn_JH373924	JH373924.1	JH373924.1
JH373925.1	NW_003727132.1	chrUn_JH373925	JH373925.1	JH373925.1
JH373926.1	NW_003727135.1	chrUn_JH373926	JH373926.1	JH373926.1
JH373927.1	NW_003727136.1	chrUn_JH373927	JH373927.1	JH373927.1
JH373928.1	NW_003727137.1	chrUn_JH373928	JH373928.1	JH373928.1
JH373929.1	NW_003727139.1	chrUn_JH373929	JH373929.1	JH373929.1
JH373930.1	NW_003727141.1	chrUn_JH373930	JH373930.1	JH373930.1
JH373931.1	NW_003727142.1	chrUn_JH373931	JH373931.1	JH373931.1
JH373932.1	NW_003727143.1	chrUn_JH373932	JH373932.1	JH373932.1
JH373933.1	NW_003727144.1	chrUn_JH373933	JH373933.1	JH373933.1
JH373934.1	NW_003727145.1	chrUn_JH373934	JH373934.1	JH373934.1
JH373935.1	NW_003727146.1	chrUn_JH373935	JH373935.1	JH373935.1
JH373936.1	NW_003727147.1	chrUn_JH373936	JH373936.1	JH373936.1
JH373937.1	NW_003727149.1	chrUn_JH373937	JH373937.1	JH373937.1
JH373938.1	NW_003727150.1	chrUn_JH373938	JH373938.1	JH373938.1
JH373939.1	NW_003727155.1	chrUn_JH373939	JH373939.1	JH373939.1
JH373940.1	NW_003727156.1	chrUn_JH373940	JH373940.1	JH373940.1
JH373941.1	NW_003727157.1	chrUn_JH373941	JH373941.1	JH373941.1
JH373942.1	NW_003727158.1	chrUn_JH373942	JH373942.1	JH373942.1
JH373943.1	NW_003727159.1	chrUn_JH373943	JH373943.1	JH373943.1
JH373944.1	NW_003727160.1	chrUn_JH373944	JH373944.1	JH373944.1
JH373945.1	NW_003727162.1	chrUn_JH373945	JH373945.1	JH373945.1
JH373946.1	NW_003727167.1	chrUn_JH373946	JH373946.1	JH373946.1
JH373947.1	NW_003727171.1	chrUn_JH373947	JH373947.1	JH373947.1
JH373948.1	NW_003727172.1	chrUn_JH373948	JH373948.1	JH373948.1
JH373949.1	NW_003727176.1	chrUn_JH373949	JH373949.1	JH373949.1
JH373950.1	NW_003727179.1	chrUn_JH373950	JH373950.1	JH373950.1
JH373951.1	NW_003727181.1	chrUn_JH373951	JH373951.1	JH373951.1
JH373952.1	NW_003727182.1	chrUn_JH373952	JH373952.1	JH373952.1
JH373953.1	NW_003727185.1	chrUn_JH373953	JH373953.1	JH373953.1
JH373954.1	NW_003727188.1	chrUn_JH373954	JH373954.1	JH373954.1
JH373955.1	NW_003727189.1	chrUn_JH373955	JH373955.1	JH373955.1
JH373956.1	NW_003727191.1	chrUn_JH373956	JH373956.1	JH373956.1
JH373957.1	NW_003727192.1	chrUn_JH373957	JH373957.1	JH373957.1
JH373958.1	NW_003727193.1	chrUn_JH373958	JH373958.1	JH373958.1
JH373959.1	NW_003727194.1	chrUn_JH373959	JH373959.1	JH373959.1
JH373960.1	NW_003727195.1	chrUn_JH373960	JH373960.1	JH373960.1
JH373961.1	NW_003727199.1	chrUn_JH373961	JH373961.1	JH373961.1
JH373962.1	NW_003727201.1	chrUn_JH373962	JH373962.1	JH373962.1
JH373963.1	NW_003727206.1	chrUn_JH373963	JH373963.1	JH373963.1
JH373964.1	NW_003727207.1	chrUn_JH373964	JH373964.1	JH373964.1
JH373965.1	NW_003727214.1	chrUn_JH373965	JH373965.1	JH373965.1
JH373966.1	NW_003727216.1	chrUn_JH373966	JH373966.1	JH373966.1
JH373967.1	NW_003727217.1	chrUn_JH373967	JH373967.1	JH373967.1
JH373968.1	NW_003727219.1	chrUn_JH373968	JH373968.1	JH373968.1
JH373969.1	NW_003727222.1	chrUn_JH373969	JH373969.1	JH373969.1
JH373970.1	NW_003727223.1	chrUn_JH373970	JH373970.1	JH373970.1
JH373971.1	NW_003727226.1	chrUn_JH373971	JH373971.1	JH373971.1
JH373972.1	NW_003727228.1	chrUn_JH373972	JH373972.1	JH373972.1
JH373973.1	NW_003727232.1	chrUn_JH373973	JH373973.1	JH373973.1
JH373974.1	NW_003727233.1	chrUn_JH373974	JH373974.1	JH373974.1
JH373975.1	NW_003727240.1	chrUn_JH373975	JH373975.1	JH373975.1
JH373976.1	NW_003727242.1	chrUn_JH373976	JH373976.1	JH373976.1
JH373977.1	NW_003727250.1	chrUn_JH373977	JH373977.1	JH373977.1
JH373978.1	NW_003727252.1	chrUn_JH373978	JH373978.1	JH373978.1
JH373979.1	NW_003727258.1	chrUn_JH373979	JH373979.1	JH373979.1
JH373980.1	NW_003727260.1	chrUn_JH373980	JH373980.1	JH373980.1
JH373981.1	NW_003727261.1	chrUn_JH373981	JH373981.1	JH373981.1
JH373982.1	NW_003727262.1	chrUn_JH373982	JH373982.1	JH373982.1
JH373983.1	NW_003727263.1	chrUn_JH373983	JH373983.1	JH373983.1
JH373984.1	NW_003727269.1	chrUn_JH373984	JH373984.1	JH373984.1
JH373985.1	NW_003727271.1	chrUn_JH373985	JH373985.1	JH373985.1
JH373986.1	NW_003727273.1	chrUn_JH373986	JH373986.1	JH373986.1
JH373987.1	NW_003727276.1	chrUn_JH373987	JH373987.1	JH373987.1
JH373988.1	NW_003727278.1	chrUn_JH373988	JH373988.1	JH373988.1
JH373989.1	NW_003727281.1	chrUn_JH373989	JH373989.1	JH373989.1
JH373990.1	NW_003727284.1	chrUn_JH373990	JH373990.1	JH373990.1
JH373991.1	NW_003727287.1	chrUn_JH373991	JH373991.1	JH373991.1
JH373992.1	NW_003727288.1	chrUn_JH373992	JH373992.1	JH373992.1
JH373993.1	NW_003727289.1	chrUn_JH373993	JH373993.1	JH373993.1
JH373994.1	NW_003727290.1	chrUn_JH373994	JH373994.1	JH373994.1
JH373995.1	NW_003727291.1	chrUn_JH373995	JH373995.1	JH373995.1
JH373996.1	NW_003727297.1	chrUn_JH373996	JH373996.1	JH373996.1
JH373997.1	NW_003727298.1	chrUn_JH373997	JH373997.1	JH373997.1
JH373998.1	NW_003727300.1	chrUn_JH373998	JH373998.1	JH373998.1
